hidden_size,port,train_fitted,train_real,train_MAPE,train_RMSE,test_results,test_real,test_MAPE,test_RMSE
128,Tianjin(10kTEU),"[[ 480.69843]
 [ 609.55707]
 [ 794.61444]
 [ 874.3051 ]
 [ 917.3807 ]
 [ 946.09375]
 [1137.4062 ]
 [1246.0663 ]
 [1298.2231 ]
 [1349.6556 ]
 [1425.7903 ]]","[[ 480.10004]
 [ 595.     ]
 [ 817.60004]
 [ 850.     ]
 [ 869.99994]
 [1008.     ]
 [1158.0001 ]
 [1230.     ]
 [1301.0001 ]
 [1406.1001 ]
 [1411.     ]]",2.562732317230918,32.338177,"[[1424.4781]
 [1408.0878]
 [1381.2122]
 [1343.4048]]","[[1507.    ]
 [1600.0001]
 [1730.    ]
 [1835.    ]]",16.105374693870544,318.9667
128,Rotterdam(10kTEU),"[[ 924.50885]
 [ 985.343  ]
 [1033.716  ]
 [1062.58   ]
 [1053.0219 ]
 [1045.7072 ]
 [1140.9476 ]
 [1203.139  ]
 [1202.6155 ]
 [1191.     ]
 [1223.2281 ]]","[[ 930.00006]
 [ 965.50006]
 [ 990.     ]
 [1080.     ]
 [ 974.3    ]
 [1114.5    ]
 [1187.6    ]
 [1186.5    ]
 [1162.1    ]
 [1229.8    ]
 [1223.     ]]",3.1743122772736982,41.744164,"[[1227.1279]
 [1283.8597]
 [1316.0398]
 [1328.8295]]","[[1373.    ]
 [1450.9999]
 [1481.9999]
 [1435.    ]]",10.185081511735916,148.34875
128,Kelang(10kTEU),"[[ 570.82465]
 [ 612.94904]
 [ 722.8705 ]
 [ 822.4395 ]
 [ 771.23175]
 [ 822.67303]
 [ 890.8994 ]
 [ 988.5825 ]
 [1041.4885 ]
 [1088.1315 ]
 [1167.5568 ]]","[[ 554.4    ]
 [ 632.6    ]
 [ 731.2    ]
 [ 797.     ]
 [ 730.9    ]
 [ 887.     ]
 [ 960.30005]
 [ 999.99994]
 [1035.     ]
 [1094.6    ]
 [1189.     ]]",3.141851316798817,33.88167,"[[1548.2977]
 [1638.1907]
 [1399.0347]
 [1612.7494]]","[[1373.]
 [1232.]
 [1358.]
 [1324.]]",17.64202117919922,264.94348
128,Kaohsiung(10kTEU),"[[ 939.58575]
 [ 979.86975]
 [ 970.74426]
 [ 966.5607 ]
 [ 926.3618 ]
 [ 917.6922 ]
 [ 965.0607 ]
 [ 933.4644 ]
 [ 973.8109 ]
 [1060.3857 ]
 [1048.2544 ]]","[[ 947.0999 ]
 [ 977.49994]
 [ 919.99994]
 [ 967.7    ]
 [ 858.1    ]
 [ 918.1    ]
 [ 963.5999 ]
 [ 978.1    ]
 [ 993.8    ]
 [1059.3    ]
 [1026.     ]]",2.151514996181835,30.434244,"[[1054.7306]
 [1064.0543]
 [1055.2175]
 [1056.6859]]","[[1027.     ]
 [1045.     ]
 [1042.     ]
 [ 962.00006]]",3.9086539298295975,50.675846
128,Dalian(10kTEU),"[[292.75116]
 [330.1046 ]
 [376.57278]
 [495.0209 ]
 [483.50742]
 [487.56616]
 [591.1135 ]
 [791.8646 ]
 [952.6582 ]
 [926.8797 ]
 [924.5767 ]]","[[ 265.1    ]
 [ 321.2    ]
 [ 464.2    ]
 [ 450.29996]
 [ 455.2    ]
 [ 524.2    ]
 [ 640.     ]
 [ 806.     ]
 [ 991.2001 ]
 [1001.10004]
 [ 945.     ]]",7.09764686497775,45.393894,"[[933.90485]
 [931.81116]
 [930.18286]
 [919.7347 ]]","[[ 970.     ]
 [ 977.00006]
 [1021.     ]
 [ 653.99994]]",14.468392729759216,143.35934
128,Hanburg(10kTEU),"[[801.4791 ]
 [892.5916 ]
 [931.7205 ]
 [956.9019 ]
 [807.0911 ]
 [801.8384 ]
 [883.0869 ]
 [939.4064 ]
 [931.77106]
 [953.9692 ]
 [810.4585 ]]","[[808.8    ]
 [886.2    ]
 [936.     ]
 [973.7    ]
 [700.7    ]
 [789.99994]
 [901.39996]
 [886.3    ]
 [930.2    ]
 [973.     ]
 [882.     ]]",3.522769971327348,43.1621,"[[934.1476]
 [931.6194]
 [925.0459]
 [953.868 ]]","[[886.     ]
 [873.     ]
 [929.99994]
 [870.     ]]",5.580415204167366,56.596825
128,Antwerp(10kTEU),"[[649.0433 ]
 [713.9873 ]
 [823.17786]
 [850.49756]
 [858.8666 ]
 [846.3388 ]
 [850.9469 ]
 [858.8666 ]
 [856.467  ]
 [852.2097 ]
 [957.20355]]","[[648.2   ]
 [701.9   ]
 [835.5   ]
 [866.4   ]
 [730.9001]
 [846.8   ]
 [866.4   ]
 [863.3   ]
 [857.8   ]
 [897.8   ]
 [965.    ]]",2.823950485749678,41.916218,"[[1302.2549]
 [1435.0985]
 [1645.7045]
 [1645.7045]]","[[1045.]
 [1110.]
 [1110.]
 [1204.]]",34.71348285675049,404.33627
128,Xiamen(10kTEU),"[[342.3628 ]
 [388.74594]
 [455.71405]
 [508.3361 ]
 [530.45087]
 [510.8352 ]
 [633.81396]
 [716.66223]
 [792.151  ]
 [860.25757]
 [907.8562 ]]","[[334.2    ]
 [401.9    ]
 [462.70004]
 [503.39996]
 [468.00003]
 [582.     ]
 [645.     ]
 [720.1    ]
 [800.8    ]
 [857.2001 ]
 [918.     ]]",3.5028221932324493,29.544048,"[[ 983.592 ]
 [1036.0759]
 [1010.1747]
 [1086.515 ]]","[[1038.     ]
 [ 999.99994]
 [1112.     ]
 [1141.     ]]",5.695342272520065,66.33008
128,Tanjung(10kTEU),"[[444.99823]
 [459.36554]
 [513.6317 ]
 [580.435  ]
 [594.32477]
 [657.8614 ]
 [736.36597]
 [784.4064 ]
 [798.0188 ]
 [792.05475]
 [906.27844]]","[[417.7    ]
 [476.99997]
 [550.     ]
 [560.     ]
 [601.6    ]
 [653.     ]
 [752.     ]
 [770.     ]
 [762.8    ]
 [855.     ]
 [910.     ]]",3.5259623419154775,27.86535,"[[871.5352]
 [884.4032]
 [957.996 ]
 [975.4951]]","[[838.     ]
 [896.     ]
 [910.     ]
 [984.99994]]",2.8838353231549263,30.22024
128,Los Angeles(10kTEU),"[[780.0152 ]
 [810.4341 ]
 [726.5878 ]
 [772.6694 ]
 [803.59735]
 [777.81494]
 [803.8357 ]
 [802.98425]
 [802.0443 ]
 [803.4679 ]
 [800.2597 ]]","[[748.5]
 [847. ]
 [710.3]
 [785. ]
 [726.1]
 [783.1]
 [794. ]
 [807.8]
 [786.9]
 [834. ]
 [816. ]]",3.0080686916004526,30.615852,"[[456.42395 ]
 [ 61.56815 ]
 [ 40.786804]
 [151.6233  ]]","[[943.00006]
 [945.99994]
 [930.     ]
 [920.     ]]",81.05599880218506,774.6094
128,Long Beach(10kTEU),"[[670.0241 ]
 [684.5605 ]
 [690.788  ]
 [689.31836]
 [539.25433]
 [623.1792 ]
 [593.10675]
 [634.92505]
 [649.0356 ]
 [696.9907 ]
 [722.1187 ]]","[[671. ]
 [729. ]
 [731.2]
 [648.8]
 [506.7]
 [626.3]
 [610. ]
 [604.5]
 [673. ]
 [682.1]
 [719. ]]",3.537866202267734,27.530203,"[[718.05884]
 [673.9609 ]
 [636.62683]
 [667.85754]]","[[754.]
 [809.]
 [763.]
 [811.]]",13.91790509223938,118.30815
256,Ningbo(10kTEU),"[[ 576.37585]
 [ 690.5136 ]
 [ 866.9861 ]
 [1083.497  ]
 [1225.4338 ]
 [1185.016  ]
 [1430.1799 ]
 [1573.2554 ]
 [1700.7416 ]
 [1838.5249 ]
 [2079.1147 ]]","[[ 520.8    ]
 [ 706.7999 ]
 [ 934.99994]
 [1084.5999 ]
 [1042.     ]
 [1300.4    ]
 [1451.2    ]
 [1567.1    ]
 [1677.4    ]
 [1869.9999 ]
 [2063.     ]]",4.775038090619174,72.12199,"[[2446.4412]
 [2817.412 ]
 [3031.3105]
 [3171.451 ]]","[[2461.]
 [2635.]
 [2749.]
 [2872.]]",7.052594423294067,225.19781
256,Shanghai(10kTEU),"[[1796.8718]
 [2151.6804]
 [2534.2046]
 [2732.792 ]
 [2646.7366]
 [2786.8464]
 [2748.0562]
 [3084.348 ]
 [3183.8357]
 [3320.8528]
 [3530.9116]]","[[1808.4   ]
 [2171.    ]
 [2615.    ]
 [2798.    ]
 [2500.2   ]
 [2906.8997]
 [3173.9   ]
 [3252.9   ]
 [3361.7   ]
 [3528.5   ]
 [3654.    ]]",4.552865570241755,177.56647,"[[3760.4944]
 [4138.9478]
 [4356.0186]
 [4513.258 ]]","[[4023.0002]
 [4201.    ]
 [4330.    ]
 [4350.    ]]",3.0890382826328278,158.18494
256,Singapore(10kTEU),"[[2330.5972]
 [2553.719 ]
 [2760.3105]
 [3026.3325]
 [3034.0789]
 [2876.7922]
 [3017.6653]
 [3037.6377]
 [3342.0913]
 [3507.5745]
 [3266.7246]]","[[2319.2   ]
 [2479.2   ]
 [2793.6   ]
 [2991.8   ]
 [2586.7   ]
 [2843.1   ]
 [2993.8   ]
 [3164.9   ]
 [3257.8997]
 [3386.9   ]
 [3092.    ]]",3.7217955697666514,159.03436,"[[3208.815 ]
 [3318.1228]
 [2555.1487]
 [2398.5044]]","[[3366.9998]
 [3660.    ]
 [3720.    ]
 [3660.    ]]",19.954824447631836,878.94147
256,Shenzhen(10kTEU),"[[1615.1875]
 [1865.2117]
 [2158.2546]
 [2011.4012]
 [2010.2847]
 [2170.4094]
 [2236.7556]
 [2250.0916]
 [2330.9832]
 [2376.8176]
 [2455.1116]]","[[1619.7]
 [1846.9]
 [2109.9]
 [2141.4]
 [1825. ]
 [2250.9]
 [2257. ]
 [2294. ]
 [2327.8]
 [2403.7]
 [2420. ]]",2.6252857663414697,76.69659,"[[2448.2002]
 [2574.0928]
 [2826.3665]
 [2630.012 ]]","[[2521.]
 [2774.]
 [2577.]
 [2655.]]",5.177995562553406,164.37057
256,Hong Kong(10kTEU),"[[2230.8176]
 [2225.313 ]
 [2403.1626]
 [2480.7952]
 [2255.002 ]
 [2391.7954]
 [2434.353 ]
 [2332.9727]
 [2320.8977]
 [2217.0862]
 [2206.9617]]","[[2242.7]
 [2353.9]
 [2399.8]
 [2449.4]
 [2104. ]
 [2369.9]
 [2438.4]
 [2311.7]
 [2236.7]
 [2222.6]
 [2007. ]]",2.779733321883462,89.71014,"[[2604.736 ]
 [2439.844 ]
 [2641.1982]
 [2866.917 ]]","[[2076.]
 [1960.]
 [1830.]
 [2007.]]",34.28111970424652,690.52734
256,Busan(10kTEU),"[[1264.3525]
 [1271.534 ]
 [1275.36  ]
 [1300.7303]
 [1304.5627]
 [1274.337 ]
 [1590.5948]
 [1711.0839]
 [1770.8745]
 [1835.2057]
 [1934.9191]]","[[1184.3   ]
 [1203.    ]
 [1327.    ]
 [1345.2   ]
 [1197.9999]
 [1419.4   ]
 [1618.4   ]
 [1704.6   ]
 [1768.6   ]
 [1867.8   ]
 [1945.    ]]",3.9326540448448877,67.509476,"[[2047.8243]
 [2108.5256]
 [2218.8777]
 [2249.9124]]","[[2049.]
 [2166.]
 [2199.]
 [2159.]]",1.9564133137464523,54.69201
256,Guangzhou(10kTEU),"[[ 469.29932]
 [ 667.77924]
 [ 990.78076]
 [1088.0271 ]
 [1150.6003 ]
 [1169.7958 ]
 [1306.5941 ]
 [1463.4338 ]
 [1507.7343 ]
 [1559.6471 ]
 [1678.0564 ]]","[[ 468.5   ]
 [ 660.    ]
 [1025.7   ]
 [1100.1   ]
 [1119.    ]
 [1255.    ]
 [1426.    ]
 [1474.3002]
 [1530.9   ]
 [1660.    ]
 [1722.0001]]",3.153210065581582,57.68161,"[[1867.3862]
 [1990.1215]
 [2111.1426]
 [2220.684 ]]","[[2037.0001]
 [2187.    ]
 [2323.    ]
 [2319.    ]]",7.672111690044403,174.69946
256,Qingdao(10kTEU),"[[ 659.3506]
 [ 763.9672]
 [ 889.0231]
 [1046.7997]
 [1133.2843]
 [1126.4678]
 [1325.5114]
 [1440.0297]
 [1571.1044]
 [1660.6042]
 [1753.8881]]","[[ 630.7   ]
 [ 770.2   ]
 [ 946.2   ]
 [1032.    ]
 [1026.    ]
 [1201.2   ]
 [1302.    ]
 [1450.3   ]
 [1552.    ]
 [1657.9999]
 [1747.0001]]",3.0730041590603916,45.24702,"[[1869.2407]
 [1891.7994]
 [1888.6946]
 [2101.4602]]","[[1830.]
 [1826.]
 [2101.]
 [2200.]]",5.082957074046135,123.13923
256,Dubai(10kTEU),"[[ 858.2006 ]
 [ 971.7542 ]
 [ 995.08374]
 [1138.4376 ]
 [1217.9421 ]
 [1162.1509 ]
 [1200.5217 ]
 [1316.8857 ]
 [1346.9104 ]
 [1442.3368 ]
 [1494.8568 ]]","[[ 861.9]
 [ 892.3]
 [1079.1]
 [1182.7]
 [1110. ]
 [1160. ]
 [1300. ]
 [1327. ]
 [1364.1]
 [1524.9]
 [1560. ]]",4.548774524168535,66.30145,"[[1501.2987]
 [1496.6841]
 [1490.022 ]
 [1476.4396]]","[[1537.]
 [1495.]
 [1411.]
 [1350.]]",4.350439086556435,76.66299
256,Tianjin(10kTEU),"[[ 479.6239 ]
 [ 602.93304]
 [ 780.0168 ]
 [ 848.21136]
 [ 888.72034]
 [ 918.84344]
 [1105.3757 ]
 [1201.2219 ]
 [1247.228  ]
 [1292.5953 ]
 [1359.7512 ]]","[[ 480.10004]
 [ 595.     ]
 [ 817.60004]
 [ 850.     ]
 [ 869.99994]
 [1008.     ]
 [1158.0001 ]
 [1230.     ]
 [1301.0001 ]
 [1406.1001 ]
 [1411.     ]]",3.6325424909591675,53.747658,"[[1369.645 ]
 [1363.6881]
 [1350.599 ]
 [1331.6996]]","[[1507.    ]
 [1600.0001]
 [1730.    ]
 [1835.    ]]",18.31061840057373,343.49896
256,Rotterdam(10kTEU),"[[ 928.1678]
 [ 986.8206]
 [1041.8146]
 [1074.5397]
 [1034.2135]
 [1055.4468]
 [1170.3444]
 [1246.0737]
 [1245.5948]
 [1234.9712]
 [1264.4473]]","[[ 930.00006]
 [ 965.50006]
 [ 990.     ]
 [1080.     ]
 [ 974.3    ]
 [1114.5    ]
 [1187.6    ]
 [1186.5    ]
 [1162.1    ]
 [1229.8    ]
 [1223.     ]]",3.3691731366244233,45.53939,"[[1267.9696]
 [1317.0692]
 [1344.6156]
 [1355.5533]]","[[1373.    ]
 [1450.9999]
 [1481.9999]
 [1435.    ]]",7.921619713306427,116.35615
256,Kelang(10kTEU),"[[ 568.7468 ]
 [ 612.12085]
 [ 725.35345]
 [ 824.5362 ]
 [ 754.098  ]
 [ 824.8573 ]
 [ 910.0301 ]
 [1001.87946]
 [1049.5828 ]
 [1091.6389 ]
 [1163.2542 ]]","[[ 554.4    ]
 [ 632.6    ]
 [ 731.2    ]
 [ 797.     ]
 [ 730.9    ]
 [ 887.     ]
 [ 960.30005]
 [ 999.99994]
 [1035.     ]
 [1094.6    ]
 [1189.     ]]",2.684280276298523,28.97081,"[[1511.6987]
 [1593.6704]
 [1375.5596]
 [1570.4717]]","[[1373.]
 [1232.]
 [1358.]
 [1324.]]",14.841742813587189,229.72781
256,Kaohsiung(10kTEU),"[[ 928.8888 ]
 [ 976.3348 ]
 [ 961.2861 ]
 [ 965.4809 ]
 [ 921.3673 ]
 [ 914.2925 ]
 [ 963.91144]
 [ 932.61523]
 [ 964.56573]
 [1050.3829 ]
 [1038.2668 ]]","[[ 947.0999 ]
 [ 977.49994]
 [ 919.99994]
 [ 967.7    ]
 [ 858.1    ]
 [ 918.1    ]
 [ 963.5999 ]
 [ 978.1    ]
 [ 993.8    ]
 [1059.3    ]
 [1026.     ]]",2.200758457183838,28.940872,"[[1045.3962]
 [1056.1797]
 [1045.9637]
 [1047.6664]]","[[1027.     ]
 [1045.     ]
 [1042.     ]
 [ 962.00006]]",3.0366268008947372,44.209267
256,Dalian(10kTEU),"[[297.06186]
 [334.85947]
 [381.876  ]
 [501.72205]
 [490.0727 ]
 [494.17932]
 [614.64197]
 [807.74243]
 [990.29675]
 [992.8649 ]
 [991.21246]]","[[ 265.1    ]
 [ 321.2    ]
 [ 464.2    ]
 [ 450.29996]
 [ 455.2    ]
 [ 524.2    ]
 [ 640.     ]
 [ 806.     ]
 [ 991.2001 ]
 [1001.10004]
 [ 945.     ]]",6.257592006163164,37.655437,"[[997.90576]
 [996.4036 ]
 [995.2351 ]
 [987.78925]]","[[ 970.     ]
 [ 977.00006]
 [1021.     ]
 [ 653.99994]]",14.606134593486786,168.25157
256,Hanburg(10kTEU),"[[800.91235]
 [887.62036]
 [925.62213]
 [950.0728 ]
 [780.7767 ]
 [801.2242 ]
 [878.38995]
 [933.08496]
 [925.6712 ]
 [947.22516]
 [784.1368 ]]","[[808.8    ]
 [886.2    ]
 [936.     ]
 [973.7    ]
 [700.7    ]
 [789.99994]
 [901.39996]
 [886.3    ]
 [930.2    ]
 [973.     ]
 [882.     ]]",3.5984115167097612,42.904533,"[[927.9788 ]
 [925.5239 ]
 [919.1412 ]
 [947.12695]]","[[886.     ]
 [873.     ]
 [929.99994]
 [870.     ]]",5.196819826960564,51.4477
256,Antwerp(10kTEU),"[[648.7923 ]
 [712.3721 ]
 [820.7557 ]
 [855.9653 ]
 [856.2125 ]
 [846.4561 ]
 [851.7428 ]
 [856.2125 ]
 [847.9255 ]
 [848.60315]
 [972.94824]]","[[648.2   ]
 [701.9   ]
 [835.5   ]
 [866.4   ]
 [730.9001]
 [846.8   ]
 [866.4   ]
 [863.3   ]
 [857.8   ]
 [897.8   ]
 [965.    ]]",2.8822925957766445,41.544823,"[[1364.4078]
 [1515.182 ]
 [1754.0956]
 [1754.0956]]","[[1045.]
 [1110.]
 [1110.]
 [1204.]]",42.69596338272095,495.8977
256,Xiamen(10kTEU),"[[351.74103]
 [393.59912]
 [453.8925 ]
 [508.04083]
 [545.0898 ]
 [512.761  ]
 [641.2574 ]
 [720.3986 ]
 [797.26666]
 [864.7005 ]
 [911.8289 ]]","[[334.2    ]
 [401.9    ]
 [462.70004]
 [503.39996]
 [468.00003]
 [582.     ]
 [645.     ]
 [720.1    ]
 [800.8    ]
 [857.2001 ]
 [918.     ]]",3.738050569187511,32.09856,"[[ 985.0677]
 [1036.4888]
 [1011.1452]
 [1085.7433]]","[[1038.     ]
 [ 999.99994]
 [1112.     ]
 [1141.     ]]",5.665210634469986,65.875374
256,Tanjung(10kTEU),"[[446.17377]
 [460.69687]
 [515.5515 ]
 [583.0792 ]
 [596.6752 ]
 [658.32623]
 [734.41595]
 [782.6392 ]
 [800.18616]
 [791.23267]
 [915.25214]]","[[417.7    ]
 [476.99997]
 [550.     ]
 [560.     ]
 [601.6    ]
 [653.     ]
 [752.     ]
 [770.     ]
 [762.8    ]
 [855.     ]
 [910.     ]]",3.560893102125688,28.298811,"[[878.70166]
 [892.2389 ]
 [969.2602 ]
 [987.15985]]","[[838.     ]
 [896.     ]
 [910.     ]
 [984.99994]]",3.0020389705896378,36.01113
256,Los Angeles(10kTEU),"[[778.20654]
 [823.0057 ]
 [714.6626 ]
 [774.76013]
 [786.3379 ]
 [777.258  ]
 [788.38074]
 [788.03235]
 [792.03156]
 [785.9749 ]
 [803.1195 ]]","[[748.5]
 [847. ]
 [710.3]
 [785. ]
 [726.1]
 [783.1]
 [794. ]
 [807.8]
 [786.9]
 [834. ]
 [816. ]]",2.6278390125794844,27.246038,"[[ 335.92938 ]
 [-217.70703 ]
 [-246.84483 ]
 [ -91.438515]]","[[943.00006]
 [945.99994]
 [930.     ]
 [920.     ]]",105.96784353256226,1016.2087
256,Long Beach(10kTEU),"[[664.13916]
 [689.52075]
 [677.99493]
 [675.9978 ]
 [527.67957]
 [620.97205]
 [579.79474]
 [628.77405]
 [645.3008 ]
 [697.20447]
 [720.568  ]]","[[671. ]
 [729. ]
 [731.2]
 [648.8]
 [506.7]
 [626.3]
 [610. ]
 [604.5]
 [673. ]
 [682.1]
 [719. ]]",3.492098504846746,27.209875,"[[716.643 ]
 [655.2497]
 [604.3134]
 [646.9889]]","[[754.]
 [809.]
 [763.]
 [811.]]",16.245131194591522,138.84865
512,Ningbo(10kTEU),"[[ 570.4865 ]
 [ 683.87555]
 [ 859.19025]
 [1074.2808 ]
 [1215.2866 ]
 [1175.1338 ]
 [1418.6895 ]
 [1560.8263 ]
 [1684.497  ]
 [1821.1193 ]
 [2059.6816 ]]","[[ 520.8    ]
 [ 706.7999 ]
 [ 934.99994]
 [1084.5999 ]
 [1042.     ]
 [1300.4    ]
 [1451.2    ]
 [1567.1    ]
 [1677.4    ]
 [1869.9999 ]
 [2063.     ]]",4.904072393070568,72.68533,"[[2392.932 ]
 [2720.9126]
 [2909.9172]
 [3033.6904]]","[[2461.]
 [2635.]
 [2749.]
 [2872.]]",4.377466440200806,126.54288
512,Shanghai(10kTEU),"[[1818.187 ]
 [2191.9373]
 [2579.0261]
 [2795.497 ]
 [2734.7307]
 [2842.0864]
 [2883.329 ]
 [3207.3867]
 [3303.2683]
 [3435.3188]
 [3637.7637]]","[[1808.4   ]
 [2171.    ]
 [2615.    ]
 [2798.    ]
 [2500.2   ]
 [2906.8997]
 [3173.9   ]
 [3252.9   ]
 [3361.7   ]
 [3528.5   ]
 [3654.    ]]",2.723484147678722,120.56813,"[[3859.5435]
 [4232.035 ]
 [4444.614 ]
 [4598.612 ]]","[[4023.0002]
 [4201.    ]
 [4330.    ]
 [4350.    ]]",3.290998935699463,160.17604
512,Singapore(10kTEU),"[[2318.8054]
 [2519.5525]
 [2711.0278]
 [2954.864 ]
 [2887.518 ]
 [2839.6829]
 [2938.1729]
 [2886.8367]
 [3169.354 ]
 [3301.15  ]
 [2919.873 ]]","[[2319.2   ]
 [2479.2   ]
 [2793.6   ]
 [2991.8   ]
 [2586.7   ]
 [2843.1   ]
 [2993.8   ]
 [3164.9   ]
 [3257.8997]
 [3386.9   ]
 [3092.    ]]",3.5495519638061523,143.1937,"[[3037.439 ]
 [2978.6904]
 [2106.9478]
 [1928.0518]]","[[3366.9998]
 [3660.    ]
 [3720.    ]
 [3660.    ]]",29.7713965177536,1242.4144
512,Shenzhen(10kTEU),"[[1614.1282]
 [1859.7836]
 [2151.3315]
 [1995.3296]
 [1976.699 ]
 [2163.9678]
 [2234.5461]
 [2249.7954]
 [2324.4421]
 [2358.6785]
 [2419.1914]]","[[1619.7]
 [1846.9]
 [2109.9]
 [2141.4]
 [1825. ]
 [2250.9]
 [2257. ]
 [2294. ]
 [2327.8]
 [2403.7]
 [2420. ]]",2.4521256035024472,72.81172,"[[2414.056 ]
 [2459.1218]
 [2520.1294]
 [2472.7224]]","[[2521.]
 [2774.]
 [2577.]
 [2655.]]",6.166370213031769,191.73203
512,Hong Kong(10kTEU),"[[2204.7039]
 [2181.0845]
 [2357.4607]
 [2392.1687]
 [2023.4603]
 [2365.7444]
 [2382.5269]
 [2105.2302]
 [2267.1807]
 [2174.1523]
 [2165.84  ]]","[[2242.7]
 [2353.9]
 [2399.8]
 [2449.4]
 [2104. ]
 [2369.9]
 [2438.4]
 [2311.7]
 [2236.7]
 [2222.6]
 [2007. ]]",3.619973226027055,103.1939,"[[2595.6545]
 [2417.2422]
 [2635.141 ]
 [2882.215 ]]","[[2076.]
 [1960.]
 [1830.]
 [2007.]]",33.99128019809723,687.998
512,Busan(10kTEU),"[[1248.952 ]
 [1277.2913]
 [1292.3893]
 [1289.9485]
 [1289.54  ]
 [1288.3523]
 [1591.9722]
 [1677.4861]
 [1746.4491]
 [1813.2332]
 [1916.7485]]","[[1184.3   ]
 [1203.    ]
 [1327.    ]
 [1345.2   ]
 [1197.9999]
 [1419.4   ]
 [1618.4   ]
 [1704.6   ]
 [1768.6   ]
 [1867.8   ]
 [1945.    ]]",4.006708752025257,64.10414,"[[2032.1716]
 [2092.796 ]
 [2203.263 ]
 [2234.3682]]","[[2049.]
 [2166.]
 [2199.]
 [2159.]]",1.9714321941137314,53.24605
512,Guangzhou(10kTEU),"[[ 477.9678 ]
 [ 700.40955]
 [1032.6672 ]
 [1179.0573 ]
 [1257.6613 ]
 [1277.692  ]
 [1421.4211 ]
 [1595.653  ]
 [1644.8656 ]
 [1702.5354 ]
 [1834.0747 ]]","[[ 468.5   ]
 [ 660.    ]
 [1025.7   ]
 [1100.1   ]
 [1119.    ]
 [1255.    ]
 [1426.    ]
 [1474.3002]
 [1530.9   ]
 [1660.    ]
 [1722.0001]]",5.02428954297846,79.6885,"[[2050.1265]
 [2190.8955]
 [2329.6519]
 [2455.4   ]]","[[2037.0001]
 [2187.    ]
 [2323.    ]
 [2319.    ]]",1.74767654389143,68.62335
512,Qingdao(10kTEU),"[[ 662.0047 ]
 [ 765.9424 ]
 [ 890.18665]
 [1046.9393 ]
 [1123.973  ]
 [1118.3895 ]
 [1305.0983 ]
 [1416.6191 ]
 [1551.5255 ]
 [1641.1765 ]
 [1734.6177 ]]","[[ 630.7   ]
 [ 770.2   ]
 [ 946.2   ]
 [1032.    ]
 [1026.    ]
 [1201.2   ]
 [1302.    ]
 [1450.3   ]
 [1552.    ]
 [1657.9999]
 [1747.0001]]",3.05827720598741,45.121704,"[[1845.0079]
 [1865.6344]
 [1862.8206]
 [2054.096 ]]","[[1830.]
 [1826.]
 [2101.]
 [2200.]]",5.2397869527339935,141.25647
512,Dubai(10kTEU),"[[ 862.54987]
 [ 982.7638 ]
 [1006.047  ]
 [1149.116  ]
 [1228.4625 ]
 [1172.782  ]
 [1211.0767 ]
 [1341.3738 ]
 [1389.1655 ]
 [1489.5771 ]
 [1563.4419 ]]","[[ 861.9]
 [ 892.3]
 [1079.1]
 [1182.7]
 [1110. ]
 [1160. ]
 [1300. ]
 [1327. ]
 [1364.1]
 [1524.9]
 [1560. ]]",3.990478678183122,59.427036,"[[1570.845 ]
 [1565.6246]
 [1557.793 ]
 [1541.9235]]","[[1537.]
 [1495.]
 [1411.]
 [1350.]]",7.886523008346558,127.00011
512,Tianjin(10kTEU),"[[ 480.94574]
 [ 609.22107]
 [ 770.4389 ]
 [ 864.5865 ]
 [ 905.557  ]
 [ 934.90625]
 [1137.4166 ]
 [1243.7859 ]
 [1294.1472 ]
 [1343.8092 ]
 [1417.3228 ]]","[[ 480.10004]
 [ 595.     ]
 [ 817.60004]
 [ 850.     ]
 [ 869.99994]
 [1008.     ]
 [1158.0001 ]
 [1230.     ]
 [1301.0001 ]
 [1406.1001 ]
 [1411.     ]]",2.69928439096971,35.45512,"[[1412.4779]
 [1395.308 ]
 [1364.4606]
 [1320.8779]]","[[1507.    ]
 [1600.0001]
 [1730.    ]
 [1835.    ]]",17.053115367889404,334.95294
512,Rotterdam(10kTEU),"[[ 928.1143 ]
 [ 984.9263 ]
 [1034.0743 ]
 [1064.1465 ]
 [1017.86633]
 [1046.2576 ]
 [1148.923  ]
 [1186.5958 ]
 [1186.3257 ]
 [1180.3329 ]
 [1196.9606 ]]","[[ 930.00006]
 [ 965.50006]
 [ 990.     ]
 [1080.     ]
 [ 974.3    ]
 [1114.5    ]
 [1187.6    ]
 [1186.5    ]
 [1162.1    ]
 [1229.8    ]
 [1223.     ]]",2.748213843865828,36.103043,"[[1198.8269]
 [1222.6912]
 [1235.6787]
 [1240.8047]]","[[1373.    ]
 [1450.9999]
 [1481.9999]
 [1435.    ]]",14.64345008134842,212.63058
